source,entity_type,entity_value,context,provenance
DARKWEB,thread_id,1060,novoluxlighting.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,novoluxlighting.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1048,Website - vesicash.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,Website - vesicash.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1028,Website - comercio.vip,Zenodo DarkForums Safe Corpus
DARKWEB,title,Website - comercio.vip,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1035,SNET.GOB.SV - LEAKED DOWNLOAD,Zenodo DarkForums Safe Corpus
DARKWEB,title,SNET.GOB.SV - LEAKED DOWNLOAD,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,991,I need [ADDRESS] and [ADDRESS] data,Zenodo DarkForums Safe Corpus
DARKWEB,title,I need [ADDRESS] and [ADDRESS] data,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,990,Kael com db,Zenodo DarkForums Safe Corpus
DARKWEB,title,Kael com db,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,972,[NAME] database,Zenodo DarkForums Safe Corpus
DARKWEB,title,[NAME] database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,970,naartjielegal.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,naartjielegal.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,969,elbahavacilik.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,elbahavacilik.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,968,outletaccessori.it,Zenodo DarkForums Safe Corpus
DARKWEB,title,outletaccessori.it,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,965,blankmediagames.com [ADDRESS] leak,Zenodo DarkForums Safe Corpus
DARKWEB,title,blankmediagames.com [ADDRESS] leak,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,954,Drivesure.com leak,Zenodo DarkForums Safe Corpus
DARKWEB,title,Drivesure.com leak,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1383,Deezer Full Database Leaked 22 April [AUTHOR] - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Deezer Full Database Leaked 22 April [AUTHOR] - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1362,AUDI USA Database Leaked August [AUTHOR] - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,AUDI USA Database Leaked August [AUTHOR] - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1337,Clf09.com ( ) Database Leaked July 2022 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Clf09.com ( ) Database Leaked July 2022 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1324,Website - vesicash.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,Website - vesicash.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1322,[REPOST] Verifications.io Database Leaked February [AUTHOR] (250 [NAME]) - Free Downloa,Zenodo DarkForums Safe Corpus
DARKWEB,title,[REPOST] Verifications.io Database Leaked February [AUTHOR] (250 [NAME]) - Free Downloa,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1310,Tucson Unified School District Data Leaked February 2023 by Royal Ransomware Group,Zenodo DarkForums Safe Corpus
DARKWEB,title,Tucson Unified School District Data Leaked February 2023 by Royal Ransomware Group,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,568,Database Leaked paddlesportsdesign.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,Database Leaked paddlesportsdesign.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1298,resultplan.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,resultplan.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1296,[AUTHOR] Medical Data Leaked August 2023 by Rhysida Ransomware Group,Zenodo DarkForums Safe Corpus
DARKWEB,title,[AUTHOR] Medical Data Leaked August 2023 by Rhysida Ransomware Group,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1157,"237k RU Leads Full Name, Mail, Location, Phone number",Zenodo DarkForums Safe Corpus
DARKWEB,title,"237k RU Leads Full Name, Mail, Location, Phone number",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1246,otrs.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,otrs.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1217,University of Minnesota Data Leaked July 2023,Zenodo DarkForums Safe Corpus
DARKWEB,title,University of Minnesota Data Leaked July 2023,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1204,serviweb.nat.cu,Zenodo DarkForums Safe Corpus
DARKWEB,title,serviweb.nat.cu,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1032,HUGE FBI DATABASE,Zenodo DarkForums Safe Corpus
DARKWEB,title,HUGE FBI DATABASE,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,971,www.etoro.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,www.etoro.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1195,UCLA.EDU Leak Data from CL0P^_- LEAKS Ransomware Group,Zenodo DarkForums Safe Corpus
DARKWEB,title,UCLA.EDU Leak Data from CL0P^_- LEAKS Ransomware Group,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1189,AI application in cybersecurity,Zenodo DarkForums Safe Corpus
DARKWEB,title,AI application in cybersecurity,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1186,Help on gaining points,Zenodo DarkForums Safe Corpus
DARKWEB,title,Help on gaining points,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1181,Eatigo Database October 2018 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Eatigo Database October 2018 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1178,Skoda Praha Data Leaked by Play Ransomware Group,Zenodo DarkForums Safe Corpus
DARKWEB,title,Skoda Praha Data Leaked by Play Ransomware Group,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,2881,[NAME] for [EMAIL],Zenodo DarkForums Safe Corpus
DARKWEB,title,[NAME] for [EMAIL],Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,2734,gtrkoka.ru leak,Zenodo DarkForums Safe Corpus
DARKWEB,title,gtrkoka.ru leak,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1183,"[NAME] - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"[NAME] - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,2418,ReverbNation Leak,Zenodo DarkForums Safe Corpus
DARKWEB,title,ReverbNation Leak,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,2399,Leaked Email Project - Searchable - 000Webhost + 5 Million gmail + nulled,Zenodo DarkForums Safe Corpus
DARKWEB,title,Leaked Email Project - Searchable - 000Webhost + 5 Million gmail + nulled,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1955,qipim.cz,Zenodo DarkForums Safe Corpus
DARKWEB,title,qipim.cz,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1902,94M US evite.com [NAME] 2013,Zenodo DarkForums Safe Corpus
DARKWEB,title,94M US evite.com [NAME] 2013,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1710,CoinTracker Database Leaked July 2022 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,CoinTracker Database Leaked July 2022 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1536,Dymocks Database Leaked September 2023 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Dymocks Database Leaked September 2023 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1535,Wakanim database Leaked August 2022 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Wakanim database Leaked August 2022 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1531,[3 Million] Palestine Citizenship Database,Zenodo DarkForums Safe Corpus
DARKWEB,title,[3 Million] Palestine Citizenship Database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1466,cgcircuit.com database,Zenodo DarkForums Safe Corpus
DARKWEB,title,cgcircuit.com database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1521,Wallsystem.catalogo 2.3K,Zenodo DarkForums Safe Corpus
DARKWEB,title,Wallsystem.catalogo 2.3K,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1514,bcss.org.uk,Zenodo DarkForums Safe Corpus
DARKWEB,title,bcss.org.uk,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1481,HostAfrica.co.za leak,Zenodo DarkForums Safe Corpus
DARKWEB,title,HostAfrica.co.za leak,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,916,30k Companium,Zenodo DarkForums Safe Corpus
DARKWEB,title,30k Companium,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1094,SevenRooms Leaked Database,Zenodo DarkForums Safe Corpus
DARKWEB,title,SevenRooms Leaked Database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1422,Houzz.com database leaked mid-2018 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Houzz.com database leaked mid-2018 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1421,"2,844 Separate Data Breaches leaked February 2018 - Full Download",Zenodo DarkForums Safe Corpus
DARKWEB,title,"2,844 Separate Data Breaches leaked February 2018 - Full Download",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1420,"2,844 Separate Data Breaches leaked February 2018 - Free Download",Zenodo DarkForums Safe Corpus
DARKWEB,title,"2,844 Separate Data Breaches leaked February 2018 - Free Download",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4390,[AUTHOR] [NAME],Zenodo DarkForums Safe Corpus
DARKWEB,title,[AUTHOR] [NAME],Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4389,2 [NAME] by [NAME],Zenodo DarkForums Safe Corpus
DARKWEB,title,2 [NAME] by [NAME],Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4372,cheryomushki.ru Leak 2023,Zenodo DarkForums Safe Corpus
DARKWEB,title,cheryomushki.ru Leak 2023,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4298,ARL Pakistan Oil Refinery Leaked Database,Zenodo DarkForums Safe Corpus
DARKWEB,title,ARL Pakistan Oil Refinery Leaked Database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4279,"BlinkAI Automotive Data Breach - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"BlinkAI Automotive Data Breach - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4232,"Oracle Data Breach - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Oracle Data Breach - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4246,"Ministry of Education, Culture, Research and Technology Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Ministry of Education, Culture, Research and Technology Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4241,"Tiendup Data Breach - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Tiendup Data Breach - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4164,"[NAME] - Leaked, Download",Zenodo DarkForums Safe Corpus
DARKWEB,title,"[NAME] - Leaked, Download",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4061,"The Supreme Court of the Philippines Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"The Supreme Court of the Philippines Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4050,National Insurance of Israel (btl.gov.il) Leaked Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,National Insurance of Israel (btl.gov.il) Leaked Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,3906,Italy population base,Zenodo DarkForums Safe Corpus
DARKWEB,title,Italy population base,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,3843,Login Pass DATABASE 2.5K Hotmail Fresh Good Combolist DATABASE,Zenodo DarkForums Safe Corpus
DARKWEB,title,Login Pass DATABASE 2.5K Hotmail Fresh Good Combolist DATABASE,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,3773,MEGA LEAKED EMAIL:[EMAIL],Zenodo DarkForums Safe Corpus
DARKWEB,title,MEGA LEAKED EMAIL:[EMAIL],Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,3585,Wiseloaded.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,Wiseloaded.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,667,USA OakBend Hospital 2022,Zenodo DarkForums Safe Corpus
DARKWEB,title,USA OakBend Hospital 2022,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,3378,amusedcars.net,Zenodo DarkForums Safe Corpus
DARKWEB,title,amusedcars.net,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1289,crsorgi.gov.in,Zenodo DarkForums Safe Corpus
DARKWEB,title,crsorgi.gov.in,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,923,sprongo.com database,Zenodo DarkForums Safe Corpus
DARKWEB,title,sprongo.com database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,2882,Gmail israel 1.2 miliar database,Zenodo DarkForums Safe Corpus
DARKWEB,title,Gmail israel 1.2 miliar database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4872,[ADDRESS] | www.avivenergy.co.il Database,Zenodo DarkForums Safe Corpus
DARKWEB,title,[ADDRESS] | www.avivenergy.co.il Database,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4852,"Ford Motor Company, Leaked - Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Ford Motor Company, Leaked - Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4851,"ZonBase Data Breach - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"ZonBase Data Breach - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4774,"PoinCampus Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"PoinCampus Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4630,gfm-uk.com,Zenodo DarkForums Safe Corpus
DARKWEB,title,gfm-uk.com,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,1657,easypuck.co.uk - easypuck_store.customer_backup 3.9k,Zenodo DarkForums Safe Corpus
DARKWEB,title,easypuck.co.uk - easypuck_store.customer_backup 3.9k,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4722,McDonalds Employee Leaked Data,Zenodo DarkForums Safe Corpus
DARKWEB,title,McDonalds Employee Leaked Data,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4721,HP.com Employees Leaked Data,Zenodo DarkForums Safe Corpus
DARKWEB,title,HP.com Employees Leaked Data,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4720,Lenovo.com Employee Leaked Data,Zenodo DarkForums Safe Corpus
DARKWEB,title,Lenovo.com Employee Leaked Data,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4719,Delta.com DeltaAirlines Employee Leaked Data,Zenodo DarkForums Safe Corpus
DARKWEB,title,Delta.com DeltaAirlines Employee Leaked Data,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4706,"Tibber.com Data Breach - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Tibber.com Data Breach - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4695,"Appleton Harley-Davidson Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Appleton Harley-Davidson Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4610,Twitter (200M) and Twitter (200M) CSV - For Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Twitter (200M) and Twitter (200M) CSV - For Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4582,Teespring database leaked April 2020 - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Teespring database leaked April 2020 - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4571,"WineAlign Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"WineAlign Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4541,"Ensinio Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"Ensinio Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4530,Twitter Full Database Leak - Free Download,Zenodo DarkForums Safe Corpus
DARKWEB,title,Twitter Full Database Leak - Free Download,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4461,"LoyLap Data Breach - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"LoyLap Data Breach - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4435,DATA UKM PEKALONGAN,Zenodo DarkForums Safe Corpus
DARKWEB,title,DATA UKM PEKALONGAN,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4418,Government College of women [AUTHOR] database leaked by DXPLOIT,Zenodo DarkForums Safe Corpus
DARKWEB,title,Government College of women [AUTHOR] database leaked by DXPLOIT,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5993,1 MILLION EMAIL UK FREE,Zenodo DarkForums Safe Corpus
DARKWEB,title,1 MILLION EMAIL UK FREE,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5988,Target: http://www.yai.ac.id/ Universitas Persada Indonesia,Zenodo DarkForums Safe Corpus
DARKWEB,title,Target: http://www.yai.ac.id/ Universitas Persada Indonesia,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5981,LEAK BY [AUTHOR] FUCK YOU mahkamah agung,Zenodo DarkForums Safe Corpus
DARKWEB,title,LEAK BY [AUTHOR] FUCK YOU mahkamah agung,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,4605,"[ADDRESS] Course Database - Leaked, Download!",Zenodo DarkForums Safe Corpus
DARKWEB,title,"[ADDRESS] Course Database - Leaked, Download!",Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5812,M&T BANK TRASH LEAKS,Zenodo DarkForums Safe Corpus
DARKWEB,title,M&T BANK TRASH LEAKS,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5811,2K [NAME],Zenodo DarkForums Safe Corpus
DARKWEB,title,2K [NAME],Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5808,wefix.tn LEAKS DATABASE,Zenodo DarkForums Safe Corpus
DARKWEB,title,wefix.tn LEAKS DATABASE,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
DARKWEB,thread_id,5800,FREE LEAKS PTI.AGENCY,Zenodo DarkForums Safe Corpus
DARKWEB,title,FREE LEAKS PTI.AGENCY,Leaks,Zenodo DarkForums Safe Corpus
DARKWEB,category,Leaks,Databases,Zenodo DarkForums Safe Corpus
